x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,targets
1537.9363898284087,-336.7086515285802,-432.8539529186456,-133.70766131280536,-69.83492831198589,-0.00011618738702120881,4.601591459824901,3.3996646202272585,-269.06402860988436,0.19104264829814097,-405.7115006967651,-76.94646819070974,-313.77074299936083,5.050636274852792,-5.252725366127737,-1.761647978573864,-4.40189226322008,1.106068175979718,-1.725589028169134,-69.27185864273413,2
580.0079293597853,-867.5782543355124,295.1231226697673,96.43182570710397,-106.26307444696407,-0.000692506818263878,2.1327046488909716,-7.767699168796589,120.76428968338286,0.5746881300899455,-1045.3740167958335,-208.83187300588364,213.93128294658004,-0.9483802443410638,1.1727827448328016,-3.410512930427441,-2.015806370738994,1.1903488192407543,0.43753935445380726,183.75003739535956,1
1174.5947025222786,-384.9375097350428,-635.8087685538082,-237.90305113931646,-20.237880369430222,-0.0017019500133696774,14.167773772079602,-5.141324831183957,812.4212777936182,0.8356384014204309,-463.8240628510363,-68.50237561842432,-460.8903034602355,5.162355434207095,-0.675187069534482,4.816804895362353,4.802332026757369,-0.34891789040430515,1.165391285435256,-1125.1276171859101,2
1168.7799870652123,-1193.0543839617092,-65.54779680980063,-206.43249060142736,-31.638847121888887,-0.001260081884881552,12.730108444321143,-4.180052527386345,-239.51487313992283,-2.0886052225577036,-1437.5510766728075,120.39112224164478,-47.51482750314128,-3.453967159859369,-2.152107683641313,-3.037102377719437,-0.2931792674784744,0.1065502696887007,0.932348527142439,381.1788678875968,1
-590.8537891757709,134.43795724880977,-503.13637331796593,-147.43572117148793,-112.36389599214758,0.0011272738128136936,9.035135165965075,-1.369203866116977,230.2904876163908,1.0538885860984237,161.98878507697773,74.41981647318964,-364.71764349499506,0.5990291600299277,-0.7042381868336369,0.6230878762228595,-4.54466707275074,-2.2040209240407957,-2.8343314118276033,193.7385500583306,3
1388.740358072985,-1674.3614692444505,-337.64240815772814,-190.70144420112615,-26.588987409246936,-0.001897821598103428,0.18478851587699266,-7.534752632815981,159.81763201096538,0.8326447234064995,-2017.4940599598647,-232.79948732790538,-244.7530132540006,3.430148937833215,-5.072639292249121,-8.818148070843733,3.1308416035728053,0.12768300965212945,-0.2195631604998573,248.90802084445892,3
232.78435921663646,-363.44171506666925,908.8107034548789,-605.5818082431264,0.7467040305376474,0.000342790336332728,-14.562606904963468,-10.302359463522428,-106.80828951517663,-0.39098126995135946,-437.9230618699697,174.7381872436924,658.7861973907035,-1.8026533207614455,-7.725803680849461,-2.8371761791230354,5.053363550930519,0.21275724193213383,-0.5723786768000151,410.0736604829062,1
197.44121094152186,-1499.1884481227546,-503.91726149815105,528.897859904365,4.943685731392368,-0.0008615466125269455,6.905072649901867,-7.881943304927636,552.1272984869894,-0.9204204858660853,-1806.4222358227978,28.854627562892315,-365.283700158782,2.667229401810254,4.6384205180788785,6.473087613419378,4.415903038775242,1.1605192016978045,2.4844111563800206,182.7688219328142,0
-200.90516359685773,351.31647165782135,242.15966939143178,-140.16029210205951,71.66016203058587,0.0024148317141955296,-7.088200234982445,2.857742067963067,-302.30253328725223,2.2026914568953924,423.31295108907796,-100.9233801376879,175.53869816157132,4.8032424833172955,-2.9097245266297964,-3.9315059425964116,-2.2366172759648895,-0.2586667793711876,-0.42207974568778367,170.62677387683974,1
-104.0014196527485,308.49148413122873,284.9537827728589,-108.4687120117045,-136.18854474508788,-0.0013751776353649837,-5.488074161124891,-0.3228554104788322,-219.86013457512456,2.515046456141903,371.7116932126988,-173.6914507167871,206.5596479788252,-1.0266927347178028,-3.26317626719851,0.9318859357227073,2.468381558813186,0.6632653325905528,1.6501608388993176,-35.39994643327039,1
